FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
0,"6,757,755",1,2,1,"263,362","836,952","3,310,946","2,451,927",2,2,1,2,1,"1,949,549","2,209,525","8,042,009",1,2,1,1,1,2,"148,808","1,548,834","1,727,101","8,352,858",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,738,785","1,294,607","0,7328362","0,3066329",2,1,"2,483,338","1,746,067","1,873,558","0,000128152",1,1,1,Normal
0,"6,747,549",1,2,1,"263,362","836,952","3,310,946","2,451,927",2,2,1,2,1,"1,949,549","2,209,525","8,040,006",1,2,1,1,1,2,"148,808","1,548,834","1,727,101","8,356,319",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,738,785","1,307,801","0,7328362","0,3066329",2,1,"2,483,498","1,746,067","187,532","0,000128152",1,1,1,Normal
0,"6,736,166",1,2,1,"263,362","836,952","3,310,946","2,449,364",2,2,1,2,1,"195,435","2,210,294","8,041,207",1,2,1,1,1,2,"148,808","1,548,834","1,728,254","8,358,242",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,738,785","1,318,945","0,7328362","0,3066329",2,1,"2,483,818","1,746,067","1,875,641","0,000128152",1,1,1,Normal
0,"6,732,241",1,2,1,"263,362","836,952","3,310,946","2,449,364",2,2,1,2,1,"1,954,671","2,210,294","8,044,813",1,2,1,1,1,2,"148,808","1,548,834","1,728,254","8,356,319",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,738,785","1,321,891","0,7328362","0,3066329",2,1,"2,483,818","1,746,067","1,875,641","0,000128152",1,1,1,Normal
0,"6,725,175",1,2,1,"263,362","836,952","3,310,946","2,449,364",2,2,1,2,1,"1,954,671","2,209,013","8,041,608",1,2,1,1,1,2,"148,808","1,549,346","1,728,254","8,358,626",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,738,785","1,312,668","0,7328362","0,3066329",2,1,"2,482,697","1,746,067","1,872,917","0,000128152",1,1,1,Normal
0,"6,720,464",1,2,1,"263,362","836,952","3,310,946","2,449,364",2,2,1,2,1,"1,954,671","2,209,013","804,321",1,2,1,1,1,2,"148,808","1,549,346","1,728,895","8,361,702",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,738,785","1,312,028","0,7328362","0,3066329",2,1,"2,481,735","1,746,067","1,872,917","0,000128152",1,1,1,Normal
0,"6,715,754",1,2,1,"263,362","836,952","3,310,946","2,449,364",2,2,1,2,1,"1,954,671","2,209,013","8,038,804",1,2,1,1,1,2,"148,808","1,549,346","1,728,895","8,365,163",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,738,785","1,298,194","0,7328362","0,3066329",2,1,"2,481,735","1,746,067","1,872,917","0,000128152",1,1,1,Normal
0,"6,710,259",1,2,1,"263,362","836,952","3,310,946","2,449,364",2,2,1,2,1,"1,958,192","2,209,013","8,039,606",1,2,1,1,1,2,"148,808","1,549,346","1,728,895","8,362,087",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,738,785","128,372","0,7328362","0,3066329",2,1,"2,481,735","1,746,067","1,872,917","0,000128152",1,1,1,Normal
0,"6,706,334",1,2,1,"263,362","836,952","3,310,946","2,449,364",2,2,1,2,1,"1,958,192","2,209,013","8,041,608",1,2,1,1,1,2,"148,808","1,549,346","1,727,357","8,362,471",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,735,837","1,282,439","0,7328362","0,3066329",2,1,"2,481,735","1,746,067","1,871,956","0,000128152",1,1,1,Normal
0,"6,705,549",1,2,1,"263,362","836,952","3,310,946","2,449,364",2,2,1,2,1,"1,951,149","2,209,013","8,039,606",1,2,1,1,1,2,"148,808","1,549,346","1,727,357","836,324",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,735,837","1,287,434","0,7328362","0,3066329",2,1,"2,481,735","1,746,067","1,871,956","0,000128152",1,1,1,Normal
0,"6,707,511",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"1,949,228","221,055","8,041,207",1,2,1,1,1,2,"148,808","1,549,346","1,725,819","8,364,009",1,2,1,1,2,"1,446,296","2,637,465","1,261,215","1,736,862","1,282,823","0,7328362","0,3066329",2,1,"2,481,735","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,702,801",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"1,949,228","2,211,959","8,038,004",1,2,1,1,1,2,"148,808","1,549,346","172,441","8,366,317",1,2,1,1,2,"1,445,014","2,637,465","1,261,215","1,738,144","1,281,927","0,7328362","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,698,091",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"195,307","2,212,343","8,039,606",1,2,1,1,1,2,"148,808","1,550,115","172,441","8,365,163",1,2,1,1,2,"1,443,732","2,637,465","1,261,215","1,738,144","1,291,405","0,7348846","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,692,988",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"195,435","22,126","8,038,804",1,2,1,1,1,2,"148,808","1,550,115","172,441","8,369,008",1,2,1,1,2,"1,443,732","2,637,465","1,261,215","1,738,144","1,306,136","0,7348846","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,692,595",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"1,957,552","2,213,368","8,040,006",1,2,1,1,1,2,"148,808","1,550,115","1,727,357","8,364,394",1,2,1,1,2,"1,443,732","2,637,465","1,261,215","1,738,144","1,321,506","0,7338604","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,686,707",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"1,960,753","2,213,368","8,044,011",1,2,1,1,1,2,"148,808","1,550,115","1,728,126","836,747",1,2,1,1,2,"144,527","2,637,465","1,261,215","1,738,144","132,125","0,7327082","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,685,922",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"1,960,753","2,213,368","8,044,011",1,2,1,1,1,2,"148,808","1,550,115","1,728,126","8,367,086",1,2,1,1,2,"144,527","2,637,465","1,261,215","17,384","1,302,933","0,7327082","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,683,174",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"195,403","2,213,368","8,044,813",1,2,1,1,1,2,"148,808","1,550,115","1,728,126","8,369,008",1,2,1,1,2,"144,527","2,637,465","1,261,215","17,384","1,285,769","0,7334763","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,682,782",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"195,403","221,055","8,049,218",1,2,1,1,1,2,"148,808","1,550,115","1,728,126","8,369,008",1,2,1,1,2,"144,527","2,637,465","1,261,215","17,384","1,282,183","0,7339884","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,676,894",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"195,403","2,210,166","8,048,017",1,2,1,1,1,2,"148,808","1,550,115","1,728,126","8,370,162",1,2,1,1,2,"144,527","2,637,465","1,261,215","17,384","128,167","0,7339884","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,671,399",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"1,957,872","2,209,397","8,049,218",1,2,1,1,1,2,"148,808","1,550,115","1,726,716","8,369,777",1,2,1,1,2,"144,527","2,637,465","1,261,215","1,737,888","128,167","0,7338604","0,3066329",2,1,"2,480,934","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,668,651",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"1,957,872","2,209,397","8,048,818",1,2,1,1,1,2,"148,808","1,550,115","1,725,435","837,17",1,2,1,1,2,"144,527","2,637,465","1,261,215","1,735,709","1,285,769","0,7338604","0,3066329",2,1,"2,480,133","1,649,953","1,871,956","0,000128152",1,1,1,Normal
0,"6,664,333",1,2,1,"263,362","836,952","3,310,433","2,449,364",2,2,1,2,1,"1,957,872","2,209,397","8,048,818",1,2,1,1,1,2,"148,808","1,550,115","1,724,922","8,374,007",1,2,1,1,2,"144,527","2,637,465","1,261,215","1,735,324","130,114","0,7338604","0,3066329",2,1,"2,480,133","1,649,953","1,871,956","0,000128152",1,1,1,Normal
0,"6,657,661",1,2,1,"263,362","836,952","3,308,639","2,449,364",2,2,1,2,1,"1,957,872","2,209,397","8,047,616",1,2,1,1,1,2,"148,808","1,550,115","1,724,922","8,374,007",1,2,1,1,2,"144,527","2,637,465","1,261,215","1,735,324","1,310,491","0,7338604","0,3066329",2,1,"2,480,133","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,655,698",1,2,1,"263,362","836,952","3,308,639","2,449,364",2,2,1,2,1,"195,435","2,209,397","8,051,622",1,2,1,1,1,2,"148,808","1,550,115","1,724,922","8,375,929",1,2,1,1,2,"144,527","2,637,465","1,261,215","1,735,324","1,311,259","0,7327082","0,3066329",2,1,"2,480,133","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,647,062",1,2,1,"263,362","836,952","3,308,639","2,449,364",2,2,1,2,1,"195,243","2,209,653","805,082",1,2,1,1,1,2,"148,808","1,550,115","1,724,922","8,377,083",1,2,1,1,2,"144,527","2,637,465","1,261,215","1,735,324","1,303,574","0,7327082","0,3066329",2,1,"2,480,133","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,640,782",1,2,1,"263,362","836,952","3,308,639","2,449,364",2,2,1,2,1,"195,243","2,209,909","805,082",1,2,1,1,1,2,"148,808","1,550,115","1,727,357","8,378,621",1,2,1,1,2,"144,527","2,637,465","1,261,215","1,735,324","1,302,677","0,7327082","0,3066329",2,1,"2,480,133","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,635,679",1,2,1,"263,362","836,952","3,308,639","2,449,364",2,2,1,2,1,"1,950,829","2,209,909","8,051,221",1,2,1,1,1,2,"148,808","1,550,115","1,727,613","8,377,852",1,2,1,1,2,"144,527","2,637,465","1,261,215","1,735,324","1,301,396","0,7327082","0,3066329",2,1,"2,480,133","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,625,865",1,2,1,"263,362","836,952","3,308,639","2,449,364",2,2,1,2,1,"1,950,829","2,209,909","8,049,619",1,2,1,1,1,2,"148,808","1,550,115","1,727,613","8,380,928",1,2,1,1,2,"144,527","2,637,465","1,245,834","1,735,324","1,301,396","0,7327082","0,3066329",2,1,"2,480,133","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,615,267",1,2,1,"263,362","836,952","3,308,639","2,450,646",2,2,1,2,1,"1,950,829","2,209,909","8,046,815",1,2,1,1,1,2,"148,808","1,550,115","1,727,613","8,381,312",1,2,1,1,2,"144,527","2,637,465","1,245,834","1,737,247","1,293,198","0,7327082","0,3066329",2,1,"2,480,133","1,810,143","1,871,956","0,000128152",1,1,1,Normal
0,"6,606,631",1,2,1,"263,362","836,952","3,308,639","2,450,646",2,2,1,2,1,"1,950,829","2,209,909","8,047,616",1,2,1,1,1,2,"148,808","1,550,115","1,727,613","837,939",1,2,1,1,2,"144,527","2,637,465","1,245,834","1,737,631","1,281,927","0,7327082","0,3066329",2,1,"2,480,133","1,730,048","1,871,956","0,000128152",1,1,1,Normal
0,"6,600,744",1,2,1,"263,362","836,952","3,308,639","2,450,646",2,2,1,2,1,"1,950,829","2,209,909","8,044,813",1,2,1,1,1,2,"148,808","1,550,115","1,727,101","8,379,774",1,2,1,1,2,"144,527","2,637,465","1,245,834","1,737,888","1,288,075","0,7327082","0,3066329",2,1,"2,480,133","1,730,048","1,871,956","0,000128152",1,1,1,Normal
0,"6,595,641",1,2,1,"263,362","836,952","3,308,639","2,450,646",2,2,1,2,1,"1,950,829","2,209,909","8,041,207",1,2,1,1,1,2,"148,808","1,550,115","1,724,282","837,939",1,2,1,1,2,"144,527","2,636,504","1,245,834","1,737,888","130,114","0,7346286","0,3079781",2,1,"2,480,133","1,730,048","1,871,956","0,000128152",1,1,1,Normal
0,"6,595,641",1,2,1,"263,362","836,952","3,308,639","2,450,646",2,2,1,2,1,"1,950,829","2,209,909","8,041,207",1,2,1,1,1,2,"148,808","1,550,115","1,724,282","837,939",1,2,1,1,2,"144,527","2,636,504","1,245,834","1,737,888","130,114","0,7346286","0,3079781",2,1,"2,480,133","1,730,048","1,871,956","0,000128152",1,1,1,Normal
0,"6,588,968",1,2,1,"263,362","836,952","3,308,639","2,450,646",2,2,1,2,1,"1,954,671","2,209,909","804,321",1,2,1,1,1,2,"148,808","1,550,115","1,724,282","8,377,083",1,2,1,1,2,"144,527","2,636,504","1,245,834","1,737,888","1,302,421","0,7342445","0,3072735",2,1,"2,480,133","1,730,048","1,871,956","0,000128152",1,1,1,Normal
0,"6,585,043",1,2,1,"263,362","836,952","3,308,639","2,450,646",2,2,1,2,1,"1,954,671","2,209,909","8,039,606",1,2,1,1,1,2,"148,808","1,550,115","1,724,282","837,939",1,2,1,1,2,"144,527","2,636,504","1,245,834","1,737,888","1,311,387","0,7325801","0,3064407",2,1,"2,481,415","1,730,048","1,871,956","0,000128152",1,1,1,Normal
0,30,1,2,1,"263,362","836,952","3,308,639","245,103",2,2,1,2,1,"1,954,671","2,209,909","803,6",1,2,1,1,1,2,"148,808","1,550,115","1,724,282","8,377,467",1,2,1,1,2,"144,527","2,636,504","126,506","1,737,888","1,306,008","0,7325801","0,3064407",2,1,"2,481,415","1,730,048","1,871,956","0,000128152",1,1,1,Attack
0,30,1,2,1,"263,362","836,952","3,308,639","245,103",2,2,1,2,1,"1,958,832","221,119","803,6",1,2,1,1,1,2,"148,808","1,550,115","1,724,153","837,939",1,2,1,1,2,"144,527","2,636,504","126,506","1,737,888","1,302,293","0,7325801","0,3064407",2,1,"2,481,415","1,601,897","1,871,956","0,000128152",1,1,1,Attack
0,30,1,2,1,"263,362","836,952","3,308,639","2,450,389",2,2,1,2,1,"1,959,152","221,324","803,6",1,2,1,1,1,2,"148,808","1,550,115","1,723,256","8,381,312",1,2,1,1,2,"144,527","2,636,504","126,506","1,737,888","1,302,293","0,7325801","0,3064407",2,1,"2,481,415","1,585,878","1,871,956","0,000128152",1,1,1,Attack
0,30,1,2,1,"263,362","8,366,636","3,308,639","2,449,236",2,2,1,2,1,"1,959,152","22,126","8,039,606",1,2,1,1,1,2,"148,808","1,550,115","1,723,256","8,383,235",1,2,1,1,2,"144,527","2,636,504","126,506","1,737,888","1,301,652","0,7325801","0,306761",2,1,"2,481,415","169,801","1,871,956","0,000128152",1,1,1,Attack
0,30,1,2,1,"263,362","8,366,636","3,308,639","2,449,236",2,2,1,2,1,"1,948,908","2,209,397","8,039,205",1,2,1,1,1,2,"148,808","1,550,115","1,723,256","838,285",1,2,1,1,2,"144,527","2,636,504","126,506","1,737,888","1,301,652","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,871,956","0,000128152",1,1,1,Attack
0,30,1,2,1,"263,362","8,366,636","3,308,639","2,449,236",2,2,1,2,1,"1,944,106","2,209,397","8,038,004",1,2,1,1,1,2,"148,808","1,550,115","1,724,282","8,383,619",1,2,1,1,2,"144,527","2,636,504","126,506","1,737,888","1,301,652","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,872,917","0,000128152",1,1,1,Attack
0,30,1,2,1,"263,362","8,366,636","3,308,639","2,449,236",2,2,1,2,1,"1,944,106","2,209,397","8,039,606",1,2,1,1,1,2,"148,808","1,550,115","1,724,794","8,383,619",1,2,1,1,2,"144,527","2,636,504","126,506","1,737,888","1,293,198","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,872,917","0,000128152",1,1,1,Attack
0,30,1,2,1,"263,362","8,366,636","3,308,639","2,449,236",2,2,1,2,1,"1,944,106","2,209,397","8,038,804",1,2,1,1,1,2,"148,808","1,550,115","1,724,794","838,708",1,2,1,1,2,"144,527","2,636,504","126,506","1,737,888","129,243","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,872,917","0,000128152",1,1,1,Attack
0,30,1,2,1,"263,362","8,366,636","3,308,639","2,449,236",2,2,1,2,1,"1,948,268","2,209,397","8,039,205",1,2,1,1,1,2,"148,808","1,550,115","1,725,691","8,390,541",1,2,1,1,2,"144,527","2,636,504","126,506","1,737,888","129,243","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,872,917","0,000128152",1,1,1,Attack
0,30,1,2,1,"263,362","8,364,715","3,308,639","2,449,236",2,2,1,2,1,"1,948,268","2,209,397","8,042,009",1,2,1,1,1,2,"148,808","1,550,115","1,729,023","839,131",1,2,1,1,2,"144,527","2,634,901","126,506","1,737,888","1,298,962","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,872,917","0,000128152",1,1,1,Attack
0,"6,539,117",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,30,2,1,"1,954,671","2,209,909","8,043,611",1,2,1,1,1,2,"148,808","1,550,115","1,728,254","8,392,848",1,2,1,1,2,"144,527","2,634,901","126,506","1,737,888","1,302,677","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,872,917","0,000128152",1,1,1,Attack
0,"6,538,724",1,2,1,"263,362","8,362,792","3,308,639","2,447,442",2,2,30,2,1,"1,957,872","2,211,575","8,047,616",1,2,1,1,1,2,"148,808","1,550,115","1,726,076","8,394,386",1,2,1,1,2,"144,527","2,634,901","126,506","1,736,606","1,290,765","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,871,635","0,000128152",1,1,1,Attack
0,"6,529,304",1,2,1,"263,362","8,362,792","3,308,639","2,447,442",2,2,1,2,1,"1,959,152","2,211,959","8,047,216",1,2,1,1,1,2,"148,808","1,549,603","1,725,179","8,394,771",1,2,1,1,2,"144,527","2,634,901","126,506","1,735,324","1,290,509","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,871,635","0,000128152",1,1,1,Normal
0,"6,524,201",1,2,1,"263,362","8,362,792","3,308,639","2,447,442",2,2,1,2,1,"1,959,152","2,213,624","8,048,818",1,2,1,1,1,2,"148,808","1,549,346","1,725,435","8,395,924",1,2,1,1,2,"144,527","2,634,901","126,506","1,735,324","1,290,509","0,7325801","0,306761",2,1,"2,481,415","1,778,105","1,871,635","0,000128152",1,1,1,Normal
0,"6,520,276",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"1,959,152","2,213,881","8,051,622",1,2,1,1,1,2,"148,808","1,549,346","1,727,485","8,397,847",1,2,1,1,2,"1,442,707","2,634,901","1,245,834","1,735,324","1,293,967","0,7325801","0,3065048",2,1,"2,481,415","1,778,105","1,871,635","0,000128152",1,1,1,Normal
0,"6,517,528",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"1,959,152","2,213,881","8,055,627",1,2,1,1,1,2,"148,808","1,549,346","1,727,485","8,395,155",1,2,1,1,2,"1,442,707","2,634,901","1,245,834","1,735,324","1,300,756","0,7325801","0,3065048",2,1,"2,481,415","1,778,105","1,871,635","0,000128152",1,1,1,Normal
0,"6,515,173",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"1,951,149","2,214,137","8,056,027",1,2,1,1,1,2,"148,808","1,548,321","1,725,435","8,398,616",1,2,1,1,2,"1,445,783","2,634,901","1,245,834","1,735,324","1,289,868","0,7325801","0,3065048",2,1,"2,481,415","1,778,105","1,871,635","0,000128152",1,1,1,Normal
0,"6,514,388",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"1,946,667","2,214,521","8,060,033",1,2,1,1,1,2,"148,808","1,548,321","1,725,179","8,397,078",1,2,1,1,2,"1,446,039","2,637,785","1,245,834","1,735,324","1,281,798","0,7325801","0,3065048",2,1,"2,481,415","1,746,067","1,872,757","0,000128152",1,1,1,Normal
0,"6,507,322",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"1,946,667","2,214,521","8,061,635",1,2,1,1,1,2,"148,808","1,548,321","1,724,538","8,396,309",1,2,1,1,2,"1,446,039","2,637,785","1,245,834","1,735,324","1,290,509","0,7325801","0,3065048",2,1,"2,481,415","1,746,067","1,872,757","0,000128152",1,1,1,Normal
0,"650,379",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"1,946,667","2,214,521","8,064,839",1,2,1,1,1,2,"148,808","1,548,321","1,724,538","8,394,001",1,2,1,1,2,"1,446,039","2,637,785","1,245,834","1,735,324","1,304,983","0,7325801","0,3065048",2,1,"2,481,415","1,746,067","1,872,757","0,000128152",1,1,1,Normal
0,"6,500,649",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"195,275","2,214,521","806,564",1,2,1,1,1,2,"148,808","1,548,321","1,724,538","8,394,386",1,2,1,1,2,"1,443,732","2,637,785","1,245,834","1,736,222","13,119","0,7325801","0,3065048",2,1,"2,481,415","1,746,067","1,872,757","0,000128152",1,1,1,Normal
0,"6,501,434",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"1,954,671","2,213,368","8,066,842",1,2,1,1,1,2,"148,808","1,548,321","1,724,538","8,394,386",1,2,1,1,2,"1,443,732","2,637,785","126,506","1,737,247","1,304,086","0,7316839","0,3065048",2,1,"2,481,415","1,746,067","1,872,757","0,000128152",1,1,1,Normal
0,"6,499,865",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"1,958,192","2,213,368","8,064,038",1,2,1,1,1,2,"148,808","1,548,321","1,724,538","8,396,693",1,2,1,1,2,"1,443,732","2,637,465","126,506","1,737,247","1,294,351","0,7307877","0,3065048",2,1,"2,481,415","1,746,067","1,872,757","0,000128152",1,1,1,Normal
0,"6,497,509",1,2,1,"263,362","8,362,792","3,308,639","2,449,236",2,2,1,2,1,"1,958,192","2,213,368","8,068,044",1,2,1,1,1,2,"148,808","1,548,321","1,724,538","8,396,309",1,2,1,1,2,"1,443,732","2,636,183","126,506","1,737,247","1,287,947","0,7327082","0,3065048",2,1,"2,481,415","1,746,067","1,872,757","0,000128152",1,1,1,Normal
0,"6,494,761",1,2,1,"263,362","8,363,433","3,308,639","2,449,236",2,2,1,2,1,"1,958,192","2,213,368","8,067,643",1,2,1,1,1,2,"148,808","1,548,321","1,724,538","8,398,231",1,2,1,1,2,"1,447,321","2,635,222","126,506","173,494","1,275,906","0,7327082","0,3065048",2,1,"2,479,332","1,746,067","1,869,392","0,000128152",1,1,1,Normal
0,"6,493,976",1,2,1,"263,362","8,364,715","3,308,639","2,449,236",2,2,1,2,1,"1,958,192","2,212,087","8,068,845",1,2,1,1,1,2,"148,808","1,548,321","1,724,538","8,402,845",1,2,1,1,2,"1,447,321","2,635,222","126,506","173,494","1,268,477","0,7327082","0,3065048",2,1,"2,479,172","1,746,067","1,869,392","0,000128152",1,1,1,Normal
0,"6,486,911",1,2,1,"263,362","8,365,676","3,308,639","2,449,236",2,2,1,2,1,"1,958,192","2,210,678","8,066,842",1,2,1,1,1,2,"148,808","1,548,321","1,723","8,404,384",1,2,1,1,2,"1,447,321","2,635,222","126,506","173,494","1,261,176","0,7327082","0,3065048",2,1,"2,478,211","1,746,067","1,869,392","0,000128152",1,1,1,Normal
0,"648,063",1,2,1,"263,362","8,365,676","3,308,639","2,448,723",2,2,1,2,1,"1,958,192","2,209,397","8,068,845",1,2,1,1,1,2,"148,808","1,548,321","1,722,359","8,406,306",1,2,1,1,2,"1,444,501","2,635,222","126,506","173,494","1,261,176","0,7327082","0,3065048",2,1,"2,476,769","1,746,067","1,869,392","0,000128152",1,1,1,Normal
0,"6,471,995",1,2,1,"263,362","8,365,676","3,308,639","2,448,723",2,2,1,2,1,"1,958,192","2,209,397","8,064,038",1,2,1,1,1,2,"148,808","1,548,321","1,721,847","8,406,691",1,2,1,1,2,"1,444,501","2,635,222","126,506","173,494","1,276,803","0,7327082","0,3069532",2,1,"2,476,769","1,746,067","1,869,392","0,000128152",1,1,1,Normal
0,"6,466,892",1,2,1,"263,362","8,365,676","3,308,639","2,446,545",2,2,1,2,1,"1,961,073","2,210,166","8,068,044",1,2,1,1,1,2,"148,808","154,909","1,721,847","8,407,075",1,2,1,1,2,"1,446,039","2,635,222","126,506","173,494","128,167","0,7327082","0,3081062",2,1,"2,476,769","1,746,067","1,869,392","0,000128152",1,1,1,Normal
0,"6,454,724",1,2,1,"263,362","8,365,676","3,308,639","2,446,545",2,2,1,2,1,"1,963,954","2,211,447","8,068,044",1,2,1,1,1,2,"148,808","154,909","1,721,847","8,411,689",1,2,1,1,2,"1,447,578","2,635,222","126,506","1,735,581","1,288,587","0,7327082","0,3081062",2,1,"2,479,332","1,746,067","1,869,392","0,000128152",1,1,1,Normal
0,"6,447,266",1,2,1,"263,362","8,365,676","3,308,639","2,446,032",2,2,1,2,1,"1,963,954","2,211,447","8,066,041",1,2,1,1,1,2,"148,808","154,909","1,721,847","8,413,997",1,2,1,1,2,"1,447,578","2,635,222","126,506","1,735,581","1,292,174","0,7327082","0,3068891",2,1,"2,479,332","1,746,067","1,869,553","0,000128152",1,1,1,Normal
0,"6,439,022",1,2,1,"263,362","8,363,433","3,308,639","2,446,032",2,2,1,2,1,"1,959,472","2,211,447","8,069,245",1,2,1,1,1,2,"148,808","154,909","1,721,847","8,415,919",1,2,1,1,2,"1,447,578","2,635,222","126,506","1,735,581","1,286,794","0,7327082","0,306761",2,1,"2,479,332","1,746,067","1,870,995","0,000128152",1,1,1,Normal
0,"643,549",1,2,1,"263,362","8,363,433","3,306,075","2,447,826",2,2,1,2,1,"1,959,472","2,211,447","8,066,842",1,2,1,1,1,2,"148,808","154,909","1,724,282","8,420,149",1,2,1,1,2,"1,447,578","2,635,222","126,506","1,735,581","1,296,529","0,7327082","0,306761",2,1,"2,479,332","1,746,067","1,870,995","0,000128152",1,1,1,Normal
0,"6,431,564",1,2,1,"263,362","8,363,433","3,306,075","2,448,211",2,2,1,2,1,"1,959,472","2,212,087","8,069,245",1,2,1,1,1,2,"148,808","154,909","1,725,179","8,420,533",1,2,1,1,2,"1,447,578","2,636,183","126,506","1,735,581","1,311,387","0,7327082","0,306761",2,1,"2,479,332","1,746,067","1,870,995","0,000128152",1,1,1,Normal
0,"6,427,247",1,2,1,"263,362","8,363,433","3,306,075","2,448,851",2,2,1,2,1,"1,959,472","22,126","8,066,041",1,2,1,1,1,2,"148,808","154,909","1,725,179","8,425,147",1,2,1,1,2,"1,446,039","2,636,183","126,506","1,735,581","1,319,585","0,7327082","0,306761",2,1,"2,479,012","1,746,067","1,869,553","0,000128152",1,1,1,Normal
0,"6,420,966",1,2,1,"263,362","8,363,433","3,306,075","2,448,851",2,2,1,2,1,"1,956,591","22,126","8,070,847",1,2,1,1,1,2,"148,808","154,909","1,725,179","8,427,839",1,2,1,1,2,"1,446,039","2,636,183","126,506","1,735,581","1,321,506","0,7327082","0,3065689",2,1,"247,773","1,746,067","1,867,951","0,000128152",1,1,1,Normal
